Rho,Mean_1,Mean_2,Mean_4,Variance_1,Variance_2,Variance_4
0.7,2.32417223406436,0.9370033054030942,0.35438509845614696,10.407572424029954,2.1740142070902837,0.46278323080948336
0.7030292929292928,2.287542540763503,0.9386962490250196,0.35870994885768825,9.79768517292747,2.1410892258274665,0.4630058010661839
0.7060585858585858,2.394544841644417,0.971621940124464,0.36515069127680444,10.853572699912963,2.320416877283633,0.4628670180133301
0.7090878787878787,2.3953034502388624,0.9853007653777692,0.3705689717343626,10.572364493387019,2.295907302696735,0.4982215740452455
0.7121171717171717,2.4650457369667325,0.9964946885321775,0.3770272878113909,11.032332099916474,2.3717969867346356,0.5028190896908663
0.7151464646464646,2.5135932333498308,1.0123255224721621,0.3964721491803986,12.108585152070958,2.4321324762423537,0.5539449448071294
0.7181757575757576,2.5405943848075507,1.0298465600187368,0.3939175017873525,11.868168965842752,2.4878408181783347,0.5322589898365705
0.7212050505050505,2.542762821323876,1.0387610225411972,0.39265466791893566,11.794060344538606,2.5181094229158294,0.5369325138200733
0.7242343434343433,2.610769450694968,1.0500916548686268,0.41135746720058786,12.36511597775834,2.5888373072240687,0.562027980658043
0.7272636363636363,2.639325145309397,1.078803621589462,0.4147113566316312,12.714794834835455,2.6977342918237754,0.5620532433177556
0.7302929292929292,2.6073157780931013,1.1137145021542134,0.41736098321264065,12.233774309381593,2.93771098546784,0.5633206809046027
0.7333222222222222,2.745807028472064,1.1035501457965735,0.4374239055180585,13.467143581557185,2.7506904214173455,0.6410873381316987
0.7363515151515151,2.6860882680642058,1.1617978767202202,0.4504748418064863,12.72947937140779,3.064716137116018,0.6346749610094907
0.7393808080808081,2.8168129443301857,1.1682749490693431,0.4581252452684528,13.449743986865684,2.9763150982951228,0.6598078645387462
0.742410101010101,2.8231454318198446,1.188862598642565,0.48622721638687527,13.87086339895457,3.07859255907543,0.707793621388231
0.745439393939394,2.825741841898223,1.1744397338119332,0.49164904120852204,13.261642216082716,2.9873921862732686,0.7261685836276628
0.7484686868686868,2.911435424445694,1.2047155043234894,0.49648892269101697,14.534147845381602,3.1635822335157204,0.7184430608894562
0.7514979797979797,2.9508459143930463,1.2336120332510485,0.5041285815093351,14.822308891258164,3.2119483717544624,0.753403153131523
0.7545272727272727,2.993752811802024,1.2559163236333015,0.5239251332606686,14.880584000429739,3.274666572071971,0.8204283937045029
0.7575565656565656,3.027133852609251,1.3074523463437124,0.533694251776387,15.37028019986896,3.673160470645554,0.8739864985653288
0.7605858585858586,3.051774182408997,1.290614996810157,0.5382758540136096,15.251130973692753,3.388415706946955,0.7982720257361493
0.7636151515151515,3.1732388126679396,1.3556469818526362,0.5295107953131284,17.024530798907232,3.8351651879245527,0.7669393410387614
0.7666444444444445,3.1312060278642186,1.3694369999716065,0.5642139770790606,16.4441912548857,3.7427843558684004,0.8548635836274315
0.7696737373737373,3.172116850320559,1.379949510235739,0.574577068273901,16.25971148847375,3.905347575319782,0.8911009705978062
0.7727030303030302,3.2792784403147204,1.431209393445561,0.5807366869932393,17.512064284136752,4.144063648701522,0.9059909732043442
0.7757323232323232,3.3895181276712276,1.455716716746104,0.6119481315292329,18.915388434548795,4.256624444632838,0.9743208799047963
0.7787616161616161,3.4916118774393174,1.473748917646908,0.5823047376013752,20.587536682932676,4.2302329206442275,0.8764858816292043
0.7817909090909091,3.4557492635748037,1.4530101976406964,0.6306479929066175,18.452005603645496,4.0039208661721455,0.9949623189036574
0.784820202020202,3.512683038983028,1.5022362567137297,0.6662459445682787,19.46605317590727,4.320587700402444,1.1204477578567265
0.787849494949495,3.6168213953193953,1.5600731858053518,0.6726534441728136,20.137572935332376,4.674196862771118,1.1127404497641653
0.7908787878787878,3.7631267773744006,1.5413047632459773,0.654175498632824,22.159079160471055,4.370946759368254,1.0881593450958098
0.7939080808080807,3.694877193256683,1.5863342035761718,0.6699166869693041,20.817446476417754,4.883431623501649,1.0916149106389086
0.7969373737373737,3.7896872526440357,1.595294514133589,0.6974926229533224,21.946455757778658,4.842398360406891,1.1496558482603625
0.7999666666666666,3.817891631948172,1.6441066623827236,0.6898885346203459,21.600218059536868,5.230752868664981,1.19118338064055
0.8029959595959596,3.8662221783065505,1.6610262008748544,0.7179939170206545,22.72263918986332,5.414468751469834,1.1972112625102098
0.8060252525252525,4.018682331333073,1.731923765450253,0.7248868919781439,24.16905813688761,5.720093214504777,1.216921956059508
0.8090545454545455,4.148991879142913,1.771352970234344,0.7575951698879698,25.553907345764298,5.658231320439912,1.3536464980430645
0.8120838383838384,4.218287355587397,1.7592822027649986,0.7939437416296712,26.25148159027332,5.575297593787826,1.4054626914613084
0.8151131313131312,4.202553413986381,1.8042132973570009,0.8012868819517939,26.599062911238402,5.849877728710511,1.4350407774613594
0.8181424242424242,4.335388512512928,1.8708954984873185,0.8208787390300503,27.536131670479495,5.987579067681659,1.635655252576915
0.8211717171717171,4.382883097960465,1.8915417744373313,0.8487636615565399,27.88747932446029,6.154763920398363,1.5994945114183212
0.8242010101010101,4.275789981395517,1.9888302911156484,0.8504347848963504,27.11062928549298,6.694083446106465,1.5615241547850591
0.827230303030303,4.409663213475904,1.9844000223559934,0.8673132465315353,28.277111131509624,6.74257544748548,1.5488610053630558
0.830259595959596,4.435827643834513,2.0722706469841854,0.8725602156076535,28.398327944501645,7.662677949994878,1.622302898902109
0.8332888888888889,4.687898104067798,2.0605960288716236,0.8541773063785986,32.34128404612645,7.3789520803339474,1.5434615935357634
0.8363181818181817,4.746972717655707,2.1345716984460466,0.9178870987111966,32.883947443126594,7.548420947526467,1.6273921617638845
